TV_ID,Dialogue_ID,Utterance_ID,Speaker,Gender,Age,Neuroticism,Extraversion,Openness,Agreeableness,Conscientiousness,Scene,FacePosition_LU,FacePosition_RD,Sentiment,Emotion,DA,Utterance
37,37_085,37_085_001,夏东海,male,middle-aged,low,high,high,high,high,home,0_0,0_0,negative,depress,thanking,谢谢
36,36_184,36_184_011,刘梅,female,middle-aged,high,high,low,high,high,home,317_54,504_264,negative,negative-other,statement-opinion,你人生前途的大事在我这就属于终审判决
27,27_038,27_038_001,吕子乔,male,young,low,high,high,high,low,home,0_0,0_0,negative,anger,question,泼妇骂你
30,30_038,30_038_003,胡一菲,female,young,low,high,low,low,high,school,288_46,415_226,negative,anger,statement-opinion,好的
27,27_124,27_124_011,丽萨,female,young,low,low,low,low,high,home,253_53,444_232,negative,astonished,question,小布
31,31_072,31_072_010,张伟,male,young,low,low,low,high,high,restaurant,343_121,441_221,negative,astonished,question,为什么
30,30_141,30_141_002,吕子乔,male,young,low,high,high,high,low,hospital,0_0,0_0,negative,sadness,answer,我都记得
29,29_187,29_187_005,胡一菲,female,young,low,high,low,low,high,home,478_40,653_189,negative,depress,answer,还不知道啊
29,29_351,29_351_002,关谷神奇,male,young,high,low,high,high,high,restaurant,212_37,449_258,negative,fear,statement-non-opinion,不 其实我很荣幸 这咖啡
30,30_006,30_006_011,唐悠悠,female,young,high,high,high,high,high,home,0_0,0_0,negative,depress,statement-non-opinion,一菲刚打过球还崴了脚
28,28_160,28_160_018,秦羽墨,female,young,high,high,high,high,high,home,416_25,634_317,negative,sadness,question,我到底做错了什么
30,30_022,30_022_001,唐悠悠,female,young,high,high,high,high,high,home,684_223,767_369,negative,depress,statement-opinion,天晓得 大概又去忙调查了吧
28,28_235,28_235_008,关谷神奇,male,young,high,low,high,high,high,home,232_16,428_266,negative,depress,statement-non-opinion,你自己看
28,28_199,28_199_007,张伟,male,young,low,low,low,high,high,home,387_16,541_186,negative,worried,statement-opinion,别动真感情
37,37_092,37_092_028,刘梅,female,middle-aged,high,high,low,high,high,home,523_29,596_123,negative,worried,statement-opinion,一想起去西藏还真有点含糊
27,27_011,27_011_003,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,other-venue,0_0,0_0,negative,anger,question,不是你说让我砸墙了吗
29,29_288,29_288_002,胡一菲,female,young,low,high,low,low,high,mall,465_63,530_132,negative,depress,statement-non-opinion,没想到
29,29_036,29_036_003,曾小贤,male,young,high,high,low,high,low,home,169_25,381_318,negative,depress,question,你想当模特界的一朵奇葩吗
30,30_027,30_027_001,曾小贤,male,young,high,high,low,high,low,home,361_29,520_282,negative,depress,statement-non-opinion,那天子乔打电话给我
34,34_005,34_005_001,郑海潮,male,young,low,high,high,high,high,restaurant,0_0,0_0,negative,anger,answer,算是个机会吧
34,34_274,34_274_000,邓小可,female,young,low,high,high,high,high,home,310_52,356_110,negative,worried,question,怎么啦 瓷
28,28_033,28_033_018,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,home,396_13,568_257,negative,anger,statement-opinion,始乱终弃
30,30_238,30_238_008,陈美嘉,female,young,high,high,low,high,low,mall,397_43,607_273,negative,worried,statement-opinion,你别跳楼就行
34,34_344,34_344_003,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,outdoor,137_15,304_234,negative,worried,statement-non-opinion,打开煤气了
30,30_027,30_027_009,曾小贤,male,young,high,high,low,high,low,home,0_0,0_0,negative,depress,statement-opinion,我是怕你误会
28,28_188,28_188_002,吕子乔,male,young,low,high,high,high,low,restaurant,123_38,278_218,negative,worried,statement-opinion,我们会一直的开下去
31,31_123,31_123_002,胡一菲,female,young,low,high,low,low,high,hospital,0_0,0_0,negative,astonished,question,就因为她梦见红娘
29,29_091,29_091_006,曾小贤,male,young,high,high,low,high,low,entertainment-venue,199_26,438_310,negative,depress,statement-non-opinion,现在我又回到原点
35,35_047,35_047_011,夏东海,male,middle-aged,low,high,high,high,high,home,271_22,440_255,negative,negative-other,statement-non-opinion,我其实就是想问问
35,35_135,35_135_002,刘梅,female,middle-aged,high,high,low,high,high,home,0_0,0_0,negative,negative-other,irony,没错
37,37_028,37_028_005,刘梅,female,middle-aged,high,high,low,high,high,home,267_52,465_272,negative,anger,statement-non-opinion,不是听你在这梆梆梆在这鬼哭狼嚎
29,29_268,29_268_000,林宛瑜,female,young,low,high,high,high,high,home,438_172,541_297,negative,negative-other,statement-non-opinion,我从来没觉得家里这么温暖过
29,29_288,29_288_001,胡一菲,female,young,low,high,low,low,high,mall,462_67,526_135,negative,depress,statement-non-opinion,是想让你穿着婚纱就别脱下来
34,34_355,34_355_010,邓小可母亲,female,elderly,high,high,low,high,high,home,517_38,765_313,negative,anger,statement-non-opinion,你说进来我就觉得有点眼熟呢
29,29_365,29_365_023,关谷神奇,male,young,high,low,high,high,high,outdoor,308_34,534_276,negative,depress,statement-non-opinion,这是鬼故事
28,28_019,28_019_001,吕子乔,male,young,low,high,high,high,low,home,318_46,403_168,negative,fear,statement-non-opinion,别让女魔头听见我来了
37,37_058,37_058_001,刘星,male,teenager,high,high,high,high,low,home,326_55,508_317,negative,anger,statement-opinion,现在还疼着
37,37_220,37_220_008,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,home,232_84,321_193,negative,worried,statement-non-opinion,回头你要看见胖婶
30,30_038,30_038_013,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,school,376_32,513_198,negative,negative-other,statement-opinion,挂了科比就不能挂柯南了
27,27_125,27_125_016,曾小贤,male,young,high,high,low,high,low,home,523_24,689_214,negative,negative-other,statement-opinion,我根本不认识他
27,27_262,27_262_004,曾小贤,male,young,high,high,low,high,low,home,307_101,428_241,negative,negative-other,question,你想好怎么哄美嘉了
30,30_038,30_038_004,胡一菲,female,young,low,high,low,low,high,school,284_30,426_230,negative,anger,other,史小胖同学
27,27_370,27_370_010,陈美嘉,female,young,high,high,low,high,low,home,216_43,433_287,negative,negative-other,statement-non-opinion,我是你的助理
27,27_202,27_202_014,曾小贤,male,young,high,high,low,high,low,entertainment-venue,358_46,599_313,negative,anger,statement-non-opinion,可是他居然 居然把字写在了正反两面
27,27_081,27_081_002,陈美嘉,female,young,high,high,low,high,low,home,354_65,542_308,negative,anger,statement-non-opinion,再是好玩的 游戏机 DVD 像供祖宗一样供着你
30,30_062,30_062_003,胡一菲,female,young,low,high,low,low,high,other-venue,0_0,0_0,negative,anger,command,都怪你快出来
27,27_283,27_283_000,吕子乔,male,young,low,high,high,high,low,entertainment-venue,127_69,248_228,negative,worried,question,展博干嘛呢
27,27_468,27_468_004,胡一菲,female,young,low,high,low,low,high,home,0_0,0_0,negative,anger,statement-non-opinion,正好8根
36,36_150,36_150_011,刘梅,female,middle-aged,high,high,low,high,high,home,449_76,577_229,negative,sadness,statement-opinion,小雪我没想到你从心里这么看不起我
37,37_217,37_217_004,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,home,187_73,275_183,negative,worried,statement-non-opinion,不俗的人也受不了
28,28_001,28_001_008,唐悠悠,female,young,high,high,high,high,high,other-venue,0_0,0_0,negative,astonished,question,这不是动作片吗
37,37_184,37_184_003,刘星,male,teenager,high,high,high,high,low,home,0_0,0_0,negative,anger,reject,不听
29,29_321,29_321_000,关谷神奇,male,young,high,low,high,high,high,home,181_192,312_364,negative,negative-other,statement-non-opinion,他今天拍夜戏还没有回来
37,37_104,37_104_002,刘星,male,teenager,high,high,high,high,low,home,237_53,429_301,negative,disgust,statement-non-opinion,去去去 别捣乱别捣乱
36,36_021,36_021_000,刘星,male,teenager,high,high,high,high,low,home,295_52,509_289,negative,anger,question,那能一样吗
29,29_258,29_258_010,关谷神奇,male,young,high,low,high,high,high,other-venue,164_26,435_316,negative,anger,statement-non-opinion,明知道女朋友在里面被人调戏却待在门口打了几个小时的蚊子
34,34_166,34_166_007,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,restaurant,413_87,548_250,negative,worried,statement-non-opinion,这人也得讲点情分是不是
28,28_259,28_259_015,张伟,male,young,low,low,low,high,high,home,167_69,257_184,negative,anger,statement-non-opinion,鸡翅少了5只
27,27_321,27_321_004,关谷神奇,male,young,high,low,high,high,high,home,221_26,426_269,negative,negative-other,statement-non-opinion,在那里滔滔不绝的讲动漫产业的发展规划
29,29_195,29_195_000,曾小贤,male,young,high,high,low,high,low,home,0_0,0_0,negative,anger,statement-non-opinion,这是腰上
35,35_177,35_177_005,刘梅,female,middle-aged,high,high,low,high,high,home,264_27,453_281,negative,negative-other,statement-non-opinion,他们家老太太在我们医院做手术
27,27_065,27_065_001,关谷神奇,male,young,high,low,high,high,high,home,180_67,298_224,negative,anger,statement-non-opinion,他说在他们家乡最好的朋友都要叫p什么
36,36_007,36_007_008,刘梅,female,middle-aged,high,high,low,high,high,home,460_18,643_202,negative,depress,statement-non-opinion,学校在一个班
36,36_008,36_008_008,刘梅,female,middle-aged,high,high,low,high,high,home,318_44,463_240,negative,negative-other,statement-opinion,不许去
27,27_278,27_278_005,陆展博,female,young,high,low,high,high,high,entertainment-venue,178_84,349_293,negative,depress,statement-non-opinion,少林寺我来了
29,29_056,29_056_004,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,home,238_30,411_244,negative,anger,statement-non-opinion,既然你已经完全不相信我了
27,27_274,27_274_008,曾小贤,male,young,high,high,low,high,low,entertainment-venue,0_0,0_0,negative,depress,question,有了 要是我不给他找呢 
28,28_129,28_129_001,张伟,male,young,low,low,low,high,high,home,504_4,647_193,negative,sadness,statement-non-opinion,他变大户了
36,36_060,36_060_006,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,home,311_29,568_269,negative,worried,statement-opinion,冰天雪地里给孩子再冻出个好歹来
35,35_058,35_058_005,刘梅,female,middle-aged,high,high,low,high,high,home,0_0,0_0,negative,negative-other,irony,你再敢说
27,27_178,27_178_005,吕子乔,male,young,low,high,high,high,low,entertainment-venue,0_0,0_0,negative,negative-other,reject,不行
29,29_366,29_366_006,关谷神奇,male,young,high,low,high,high,high,outdoor,435_49,588_213,negative,depress,other,悠悠
36,36_139,36_139_004,刘梅,female,middle-aged,high,high,low,high,high,home,370_10,464_130,negative,worried,statement-opinion,小雪睡觉你再给吵着
30,30_052,30_052_005,胡一菲,female,young,low,high,low,low,high,other-venue,342_36,493_220,negative,anger,question,你有完没完
36,36_105,36_105_001,刘星,male,teenager,high,high,high,high,low,home,270_50,331_122,negative,worried,statement-opinion,姥姥您可真别告诉我妈
36,36_169,36_169_009,戴天高,male,middle-aged,low,high,high,high,high,home,259_19,404_213,negative,negative-other,statement-opinion,你看你看 你这说的不实在
31,31_153,31_153_020,吕子乔,male,young,low,high,high,high,low,home,270_86,348_190,negative,depress,statement-non-opinion,这两天 牛皮越吹越大
28,28_226,28_226_001,唐悠悠,female,young,high,high,high,high,high,outdoor,507_22,590_134,negative,worried,question,没事吧
36,36_104,36_104_003,刘星,male,teenager,high,high,high,high,low,home,400_11,527_150,negative,negative-other,statement-opinion,您可千万别让我妈知道
28,28_184,28_184_000,张伟,male,young,low,low,low,high,high,entertainment-venue,321_44,434_201,negative,sadness,statement-non-opinion,我知道您就别说了
29,29_283,29_283_000,胡一菲,female,young,low,high,low,low,high,home,680_112,853_369,negative,worried,statement-non-opinion,展博 从这四川杂酱面看出很多问题
29,29_293,29_293_007,陆展博,male,young,high,low,high,high,high,home,245_25,424_235,negative,negative-other,statement-non-opinion,再说我这个工作跟你的专业有点关联
27,27_072,27_072_004,胡一菲,female,young,low,high,low,low,high,home,0_0,0_0,negative,anger,answer,去看姑姑了
27,27_453,27_453_000,吕子乔,male,young,low,high,high,high,low,home,345_120,421_217,negative,anger,question,你干什么呢
27,27_355,27_355_002,曾小贤,male,young,high,high,low,high,low,other-venue,251_83,435_303,negative,negative-other,question,你看过我的节目吗
29,29_280,29_280_000,陆展博,male,young,high,low,high,high,high,home,0_0,0_0,negative,negative-other,question,结果呢
30,30_244,30_244_011,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,school,450_13,598_201,negative,depress,statement-opinion,他腻了也很正常
27,27_238,27_238_002,陈美嘉,female,young,high,high,low,high,low,restaurant,0_0,0_0,negative,anger,statement-opinion,吕子乔你是我见过的最垃圾最混蛋最不要脸的男人 看见你我相信基因确实会突变的
34,34_196,34_196_005,陈佳,female,young,low,high,high,high,high,office,0_0,0_0,negative,anger,statement-non-opinion,明天一早我要看到新的方案
30,30_071,30_071_001,曾小贤,male,young,high,high,low,high,low,home,412_44,553_270,negative,depress,question,幸福过吗
35,35_215,35_215_000,夏东海,male,middle-aged,low,high,high,high,high,home,341_9,555_228,negative,depress,question,什么话
27,27_122,27_122_009,曾小贤,male,young,high,high,low,high,low,home,0_0,0_0,negative,negative-other,statement-opinion,未婚先孕
30,30_008,30_008_000,唐悠悠,female,young,high,high,high,high,high,home,444_30,594_243,negative,sadness,statement-non-opinion,三天啊 好吧
27,27_229,27_229_017,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,other-venue,90_280,90_280,negative,anger,question,怎么突然变成一个男的了
29,29_044,29_044_002,胡一菲,female,young,low,high,low,low,high,home,433_53,632_277,negative,negative-other,statement-non-opinion,我是女人
27,27_371,27_371_002,陈美嘉,female,young,high,high,low,high,low,home,0_0,0_0,negative,anger,disagreement,这怎么能是施舍呢
29,29_015,29_015_003,胡一菲,female,young,low,high,low,low,high,restaurant,538_126,678_246,negative,disgust,statement-non-opinion,我才没他那么无聊呢
27,27_463,27_463_008,曾小贤,male,young,high,high,low,high,low,home,315_21,533_243,negative,negative-other,statement-opinion,一个说傻瓜这很好
35,35_148,35_148_010,夏东海,male,middle-aged,low,high,high,high,high,home,0_0,0_0,negative,anger,statement-non-opinion,还胡说八道
29,29_363,29_363_002,关谷神奇,male,young,high,low,high,high,high,outdoor,390_40,518_178,negative,astonished,other,悠悠
28,28_161,28_161_011,曾小贤,male,young,high,high,low,high,low,home,226_21,426_263,negative,anger,statement-opinion,是那个混蛋的错
35,35_178,35_178_004,夏东海,male,middle-aged,low,high,high,high,high,home,387_40,507_163,negative,anger,statement-non-opinion,什么事呀这是 我找他们去
30,30_045,30_045_002,唐悠悠,female,young,high,high,high,high,high,hospital,373_26,575_288,negative,worried,question,你确认对准了吗
35,35_161,35_161_003,刘梅,female,middle-aged,high,high,low,high,high,home,368_57,530_289,negative,negative-other,statement-non-opinion,就应该是你的 准确的说
30,30_254,30_254_009,陈美嘉,female,young,high,high,low,high,low,home,583_127,714_231,negative,depress,statement-non-opinion,再这样下去我就快没地方下手了
27,27_037,27_037_004,陈美嘉,female,young,high,high,low,high,low,home,0_0,0_0,negative,worried,statement-opinion,有难了 国家还提出南水北调呢
29,29_416,29_416_005,曾小贤,male,young,high,high,low,high,low,home,468_18,657_226,negative,anger,statement-non-opinion,什么宅男杀手
28,28_146,28_146_015,秦羽墨,female,young,high,high,high,high,high,home,150_33,301_227,negative,depress,question,难道还要造成部门之间的群众围观吗
28,28_086,28_086_002,关谷神奇,male,young,high,low,high,high,high,entertainment-venue,318_22,481_235,negative,astonished,statement-opinion,拜托人口失踪绑架谋杀
27,27_130,27_130_009,丽萨,female,young,low,low,low,low,high,home,401_143,569_333,negative,negative-other,statement-opinion,小布 这肯定有误会
30,30_119,30_119_008,吕子乔,male,young,low,high,high,high,low,entertainment-venue,420_52,623_295,negative,negative-other,question,就发病了
35,35_182,35_182_002,夏东海,male,middle-aged,low,high,high,high,high,home,304_17,498_225,negative,negative-other,statement-non-opinion,只能是照实了说了
37,37_139,37_139_002,刘梅,female,middle-aged,high,high,low,high,high,outdoor,407_41,566_248,negative,depress,question,我能不郁闷吗
37,37_067,37_067_006,刘星,male,teenager,high,high,high,high,low,home,207_62,292_170,negative,fear,statement-non-opinion,妈
29,29_410,29_410_007,曾小贤,male,young,high,high,low,high,low,restaurant,157_106,291_235,negative,astonished,statement-non-opinion,我等的不是你
37,37_116,37_116_010,刘星,male,teenager,high,high,high,high,low,home,359_38,571_294,negative,anger,statement-non-opinion,不许提问
29,29_036,29_036_001,曾小贤,male,young,high,high,low,high,low,home,250_14,454_268,negative,depress,question,毕业读博士
29,29_383,29_383_005,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,office,164_30,394_227,negative,anger,statement-non-opinion,配你个头
31,31_148,31_148_001,吕子乔,male,young,low,high,high,high,low,sports-venue,270_67,348_177,negative,depress,statement-non-opinion,忽悠大家肉不能停
28,28_116,28_116_005,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,home,197_15,365_240,negative,depress,answer,小区的物业管理员
29,29_418,29_418_004,曾小贤,male,young,high,high,low,high,low,home,303_18,501_213,negative,astonished,question,我什么时候和这个美女拍过照
29,29_347,29_347_001,唐悠悠,female,young,high,high,high,high,high,home,222_47,445_309,negative,depress,statement-non-opinion,我早就说过叫你不要太乐观
36,36_183,36_183_014,刘梅,female,middle-aged,high,high,low,high,high,home,399_88,603_289,negative,negative-other,statement-opinion,你要敢在他面前松口
27,27_466,27_466_006,曾小贤,male,young,high,high,low,high,low,entertainment-venue,320_30,636_376,negative,negative-other,statement-opinion,我要结束这段感情
36,36_079,36_079_000,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,home,0_0,0_0,negative,anger,statement-non-opinion,搓火
27,27_094,27_094_017,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,home,598_66,774_336,negative,sadness,statement-opinion,姑姑觉得很孤单
34,34_178,34_178_006,魏山山,female,young,low,low,high,high,high,outdoor,436_80,539_234,negative,negative-other,statement-non-opinion,你自己修链子吧
27,27_032,27_032_002,陈美嘉,female,young,high,high,low,high,low,home,373_44,566_260,negative,disgust,question,还能多出一张来
28,28_261,28_261_002,张伟,male,young,low,low,low,high,high,home,254_25,445_275,negative,anger,statement-non-opinion,是鸡翅
37,37_209,37_209_003,刘梅,female,middle-aged,high,high,low,high,high,home,0_0,0_0,negative,anger,statement-non-opinion,我求求你了
37,37_021,37_021_003,刘梅,female,middle-aged,high,high,low,high,high,home,0_0,0_0,negative,anger,statement-opinion,不带说了不认账的
29,29_301,29_301_001,陆展博,male,young,high,low,high,high,high,home,261_230,297_260,negative,worried,question,不会要下雨
34,34_223,34_223_003,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,office,256_106,321_181,neutral,neutral,statement-opinion,潮哥 我觉得 您还是打一电话
34,34_081,34_081_002,陈佳,female,young,low,high,high,high,high,restaurant,0_0,0_0,neutral,neutral,statement-non-opinion,已经是他们的了
34,34_251,34_251_002,郑海潮,male,young,low,high,high,high,high,home,551_36,662_160,neutral,neutral,statement-non-opinion,你说你 你这属于借宿一宿
37,37_012,37_012_000,刘梅,female,middle-aged,high,high,low,high,high,home,0_0,0_0,neutral,neutral,statement-non-opinion,那就给买一手风琴
29,29_193,29_193_006,吕子乔,male,young,low,high,high,high,low,home,315_70,488_238,neutral,neutral,statement-non-opinion,想必他听说过关于我很多的传奇故事
31,31_203,31_203_012,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,home,240_98,319_200,neutral,neutral,statement-opinion,我觉得张律师处理情感纠纷很专业
27,27_358,27_358_001,曾小贤,male,young,high,high,low,high,low,other-venue,444_54,616_262,neutral,neutral,statement-non-opinion,我要像摩托车那样两个轮子的
30,30_255,30_255_000,唐悠悠,female,young,high,high,high,high,high,home,84_188,244_339,neutral,neutral,statement-non-opinion,谁让你当年改变他的人生
31,31_043,31_043_000,胡一菲,female,young,low,high,low,low,high,outdoor,357_148,380_189,neutral,neutral,question,那玩意能拿到黄老板的投资
28,28_064,28_064_021,唐悠悠,female,young,high,high,high,high,high,hospital,248_34,439_272,neutral,neutral,statement-non-opinion,你好好休息
30,30_042,30_042_007,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,other-venue,268_25,471_293,neutral,neutral,statement-non-opinion,他可以调节情绪
31,31_041,31_041_018,陈美嘉,female,young,high,high,low,high,low,restaurant,0_0,0_0,neutral,neutral,question,行不行
27,27_230,27_230_004,曾小贤,male,young,high,high,low,high,low,office,244_40,530_327,neutral,neutral,question,能听见吗
36,36_026,36_026_000,夏东海,male,middle-aged,low,high,high,high,high,home,321_30,495_259,neutral,neutral,acknowledge,你说的很对
31,31_076,31_076_018,吕子乔,male,young,low,high,high,high,low,home,703_74,788_251,neutral,neutral,statement-non-opinion,听说可以吸收甲醛
28,28_220,28_220_003,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,entertainment-venue,0_0,0_0,neutral,neutral,question,你不累啊
27,27_324,27_324_007,陈美嘉,female,young,high,high,low,high,low,home,177_3,410_87,neutral,neutral,statement-opinion,你错了
34,34_164,34_164_005,陈佳,female,young,low,high,high,high,high,office,195_110,305_246,neutral,neutral,statement-opinion,这样不太好吧
28,28_166,28_166_006,秦羽墨,female,young,high,high,high,high,high,home,589_69,750_370,neutral,neutral,statement-opinion,我也不是蠢货
27,27_269,27_269_007,林宛瑜,female,young,low,high,high,high,high,home,126_43,275_222,neutral,neutral,statement-non-opinion,因为 因为关谷的师兄要来
28,28_226,28_226_016,唐悠悠,female,young,high,high,high,high,high,outdoor,239_15,435_249,neutral,neutral,statement-non-opinion,那个时候有个男孩子很喜欢我
30,30_176,30_176_003,关谷神奇,male,young,high,low,high,high,high,home,0_0,0_0,neutral,neutral,statement-opinion,总结来说
27,27_076,27_076_009,曾小贤,male,young,high,high,low,high,low,home,352_17,590_335,neutral,neutral,statement-opinion,我们要送温暖
35,35_223,35_223_003,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,home,403_81,563_272,neutral,neutral,statement-opinion,怎么玩着就能念好书
28,28_020,28_020_018,唐悠悠,female,young,high,high,high,high,high,home,235_50,402_284,neutral,neutral,quotation,长幼有序
30,30_175,30_175_001,关谷神奇,male,young,high,low,high,high,high,home,0_0,0_0,neutral,neutral,statement-non-opinion,今天下午我们让他在20种情景下进行选择
27,27_475,27_475_004,陈美嘉,female,young,high,high,low,high,low,home,165_148,291_300,neutral,neutral,answer,没有
36,36_053,36_053_002,戴天高,male,middle-aged,low,high,high,high,high,home,431_13,597_205,neutral,neutral,statement-opinion,你说明明在你们家 有你照顾
34,34_037,34_037_006,邓小可,female,young,low,high,high,high,high,restaurant,262_72,440_281,neutral,neutral,statement-non-opinion,你要一下把这电话号码给刷出来
29,29_036,29_036_006,胡一菲,female,young,low,high,low,low,high,home,403_57,544_218,neutral,neutral,question,你想怎样
34,34_106,34_106_005,郑海潮,male,young,low,high,high,high,high,outdoor,335_156,499_372,neutral,neutral,statement-non-opinion,要不然这样
27,27_464,27_464_011,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,home,118_19,430_349,neutral,neutral,statement-opinion,我知道
27,27_252,27_252_006,胡一菲,female,young,low,high,low,low,high,home,0_0,0_0,neutral,neutral,question,你这也算社交
27,27_425,27_425_005,胡一菲,female,young,low,high,low,low,high,home,186_92,314_201,neutral,neutral,question,你鄙视单亲妈妈
34,34_084,34_084_000,陈佳,female,young,low,high,high,high,high,restaurant,0_0,0_0,neutral,neutral,statement-non-opinion,害怕再一次地失去一切
28,28_215,28_215_010,吕子乔,male,young,low,high,high,high,low,entertainment-venue,442_55,617_275,neutral,neutral,statement-opinion,订婚派对是所有派对当中最不容错过的派对之一
27,27_543,27_543_010,吕子乔,male,young,low,high,high,high,low,home,430_37,616_252,neutral,neutral,statement-opinion,小伙子
27,27_109,27_109_006,丽萨,female,young,low,low,low,low,high,office,155_66,360_277,neutral,neutral,thanking,谢谢
27,27_349,27_349_001,丽萨,female,young,low,low,low,low,high,office,382_46,570_225,neutral,neutral,question,你不是开的挺顺畅吗
29,29_024,29_024_010,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,other-venue,246_50,447_295,neutral,neutral,question,你没看新闻吗
27,27_337,27_337_002,林宛瑜,female,young,low,high,high,high,high,home,0_0,0_0,neutral,neutral,answer,是怎么了
27,27_152,27_152_005,曾小贤,male,young,high,high,low,high,low,entertainment-venue,353_79,553_329,neutral,neutral,question,这有什么关系
27,27_085,27_085_003,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,home,278_75,371_181,neutral,neutral,question,你刚才带我去的那间也是你的
37,37_107,37_107_008,夏雨,male,teenager,high,low,high,high,low,home,0_0,0_0,neutral,neutral,question,什么问题
29,29_021,29_021_004,胡一菲,female,young,low,high,low,low,high,restaurant,442_14,662_241,neutral,neutral,statement-non-opinion,听上去比博士后有意思
34,34_363,34_363_001,向飞,male,middle-aged,low,low,low,high,high,restaurant,268_87,427_303,neutral,neutral,question,你要干嘛去呀
29,29_216,29_216_005,苑春丽,female,middle-aged,high,high,low,high,high,home,145_57,378_321,neutral,neutral,question,有多优秀
27,27_073,27_073_000,胡一菲,female,young,low,high,low,low,high,home,239_58,377_232,neutral,neutral,statement-non-opinion,疗养院说最近姑姑的情况挺稳定的
35,35_029,35_029_002,夏东海,male,middle-aged,low,high,high,high,high,home,358_63,519_242,neutral,neutral,statement-opinion,我去跟小雪好好谈谈
31,31_058,31_058_008,吕子乔,male,young,low,high,high,high,low,home,422_84,483_175,neutral,neutral,statement-non-opinion,规定了必须穿正装
27,27_109,27_109_007,丽萨,female,young,low,low,low,low,high,office,210_49,417_315,neutral,neutral,statement-opinion,我觉得你应该去医院看一下
36,36_065,36_065_015,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,home,287_26,403_139,neutral,neutral,agreement,那倒也是 穿衣服 走
30,30_213,30_213_014,张伟,male,young,low,low,low,high,high,home,201_16,328_184,neutral,neutral,statement-opinion,但是你心里掩藏着强烈的自我暗示
27,27_327,27_327_006,陈美嘉,female,young,high,high,low,high,low,home,420_117,574_265,neutral,neutral,statement-opinion,你也没有 看好了
27,27_380,27_380_010,林宛瑜,female,young,low,high,high,high,high,office,284_77,557_321,neutral,neutral,statement-non-opinion,排水系统已经失效
27,27_165,27_165_002,曾小贤,male,young,high,high,low,high,low,home,329_61,524_320,neutral,neutral,statement-opinion,人不能在一棵树上吊死
30,30_270,30_270_009,曾小贤,male,young,high,high,low,high,low,home,241_51,367_231,neutral,neutral,statement-non-opinion,马上就要停工赔款了
31,31_095,31_095_001,胡一菲,female,young,low,high,low,low,high,home,213_119,259_183,neutral,neutral,statement-non-opinion,不过展博是我带大的
35,35_187,35_187_001,夏雪,female,teenager,high,low,high,low,high,home,328_46,493_271,neutral,neutral,question,你不好好看你的化学
31,31_110,31_110_001,陈美嘉,female,young,high,high,low,high,low,home,148_54,273_214,neutral,neutral,statement-non-opinion,走 去看看
34,34_012,34_012_013,郑海潮,male,young,low,high,high,high,high,restaurant,310_68,442_224,neutral,neutral,statement-non-opinion,B是不杀
31,31_122,31_122_002,吕子乔,male,young,low,high,high,high,low,home,437_98,526_194,neutral,neutral,statement-non-opinion,别看我 我里面只穿了背心
34,34_127,34_127_008,郑海潮,male,young,low,high,high,high,high,car,0_0,0_0,neutral,neutral,answer,我在广告公司 业务员
36,36_151,36_151_000,夏雪,female,teenager,high,low,high,low,high,home,312_47,451_225,neutral,neutral,statement-opinion,想让您尝尝被人误解的滋味
36,36_110,36_110_000,刘梅,female,middle-aged,high,high,low,high,high,home,205_33,332_203,neutral,neutral,answer,好像是昨天
27,27_385,27_385_000,林宛瑜,female,young,low,high,high,high,high,home,214_79,354_250,neutral,neutral,question,美嘉你真的打算出钱资助关谷继续创作
27,27_543,27_543_011,吕子乔,male,young,low,high,high,high,low,home,336_8,797_291,neutral,neutral,statement-opinion,你要上车吗
30,30_125,30_125_001,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,other-venue,450_94,509_173,neutral,neutral,statement-opinion,也很正常
31,31_214,31_214_006,张伟,male,young,low,low,low,high,high,home,260_90,341_185,neutral,neutral,statement-non-opinion,大力你看着她 我去了
