TV_ID,Dialogue_ID,Utterance_ID,Speaker,Gender,Age,Neuroticism,Extraversion,Openness,Agreeableness,Conscientiousness,Scene,FacePosition_LU,FacePosition_RD,Sentiment,Emotion,DA,Utterance
30,30_051,30_051_001,曾小贤,male,young,high,high,low,high,low,other-venue,336_43,397_115,negative,depress,question,可拖着我干嘛
27,27_534,27_534_005,陈美嘉,female,young,high,high,low,high,low,home,0_0,0_0,negative,depress,statement-opinion,那是他们
27,27_460,27_460_005,曾小贤,male,young,high,high,low,high,low,home,472_22,682_257,negative,depress,statement-opinion,我承认我心眼不大
30,30_115,30_115_004,胡一菲,female,young,low,high,low,low,high,home,306_75,406_216,negative,depress,statement-non-opinion,自从宛瑜离开以后
34,34_243,34_243_002,邓小可,female,young,low,high,high,high,high,outdoor,127_162,225_280,negative,depress,answer,不知道随便吗
27,27_419,27_419_007,陈美嘉,female,young,high,high,low,high,low,home,505_112,642_251,negative,depress,other,关谷君
30,30_180,30_180_002,关谷神奇,male,young,high,low,high,high,high,home,405_65,531_244,negative,depress,statement-opinion,我邀请了他们也不一定会来
29,29_344,29_344_011,关谷神奇,male,young,high,low,high,high,high,home,440_26,581_189,negative,depress,statement-non-opinion,而且如果不是我发现你竟然还不告诉我
28,28_038,28_038_005,曾小贤,male,young,high,high,low,high,low,entertainment-venue,430_42,554_187,negative,depress,statement-opinion,我运气也很好
31,31_015,31_015_000,张伟,male,young,low,low,low,high,high,home,552_155,614_219,negative,depress,other,咖喱酱
28,28_183,28_183_010,张伟,male,young,low,low,low,high,high,outdoor,229_32,319_139,negative,depress,statement-opinion,我真不是什么名流
36,36_138,36_138_001,刘梅,female,middle-aged,high,high,low,high,high,home,335_61,525_292,negative,depress,statement-opinion,你也得给我这机会
30,30_022,30_022_004,唐悠悠,female,young,high,high,high,high,high,home,324_42,429_176,negative,depress,statement-non-opinion,都快成强迫症了
36,36_186,36_186_008,夏东海,male,middle-aged,low,high,high,high,high,home,379_52,525_187,negative,depress,statement-opinion,你也得把人思想工作做通了
30,30_171,30_171_001,吕子乔,male,young,low,high,high,high,low,home,437_37,517_137,negative,depress,statement-opinion,别烦我
35,35_220,35_220_000,夏东海,male,middle-aged,low,high,high,high,high,home,327_15,495_194,negative,depress,question,你说你也真是 我就不明白你怎么稀里糊涂就给答应了呢
29,29_050,29_050_005,陈美嘉,female,young,high,high,low,high,low,home,537_167,679_328,negative,depress,statement-non-opinion,可他不会像艾派德一样
27,27_441,27_441_003,曾小贤,male,young,high,high,low,high,low,restaurant,476_78,618_223,negative,depress,statement-opinion,我只是有点头晕
29,29_268,29_268_002,陆展博,male,young,high,low,high,high,high,home,380_91,462_206,negative,depress,statement-non-opinion,想不到还能替我们熟身
28,28_189,28_189_017,秦羽墨,female,young,high,high,high,high,high,restaurant,379_64,531_283,negative,depress,statement-opinion,以前不是
31,31_120,31_120_003,吕子乔,male,young,low,high,high,high,low,home,277_56,344_147,negative,depress,statement-non-opinion,上次买房那大老板看我服务态度好
30,30_172,30_172_003,吕子乔,male,young,low,high,high,high,low,home,341_35,478_220,negative,depress,statement-non-opinion,他居然让我做他的蓝朋友
27,27_463,27_463_004,曾小贤,male,young,high,high,low,high,low,home,339_14,563_232,negative,depress,statement-opinion,可是另一个自己对我说
29,29_307,29_307_007,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,hospital,390_13,603_209,negative,disgust,question,你捂着左腿干嘛
27,27_120,27_120_007,曾小贤,male,young,high,high,low,high,low,home,484_89,643_284,negative,disgust,command,全世界都该服你了 走开
27,27_205,27_205_008,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,office,112_45,211_159,negative,disgust,question,有没有点新鲜的东西给我听
29,29_108,29_108_005,吕子乔,male,young,low,high,high,high,low,home,0_0,0_0,negative,disgust,statement-non-opinion,一菲和曾老师好像是你关的吧
30,30_242,30_242_007,陈美嘉,female,young,high,high,low,high,low,home,316_54,455_234,negative,disgust,irony,不是不务正业是什么
31,31_043,31_043_001,吕子乔,male,young,low,high,high,high,low,outdoor,485_150,518_190,negative,disgust,statement-non-opinion,那你是没看到那些机械鼠 机械蛇 云养猫 黄老板都感兴趣
29,29_409,29_409_001,陆展博,male,young,high,low,high,high,high,home,165_31,387_271,negative,disgust,statement-non-opinion,别逗了
27,27_123,27_123_000,丽萨,female,young,low,low,low,low,high,home,0_0,0_0,negative,disgust,question,你刚才是不是吃过炭烤八爪鱼
36,36_010,36_010_010,夏东海,male,middle-aged,low,high,high,high,high,home,0_0,0_0,negative,disgust,reject,我不吃了
37,37_054,37_054_006,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,home,0_0,0_0,negative,disgust,statement-non-opinion,知道还问
36,36_093,36_093_007,夏雪,female,teenager,high,low,high,low,high,home,328_28,472_238,negative,disgust,statement-opinion,我看您即使试验了100次
27,27_119,27_119_011,曾小贤,male,young,high,high,low,high,low,home,518_180,689_378,negative,disgust,command,你赶紧放完走人
37,37_210,37_210_004,刘梅,female,middle-aged,high,high,low,high,high,home,247_45,429_268,negative,disgust,question,就只改喝铁观音了
37,37_010,37_010_011,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,home,139_87,320_321,negative,disgust,statement-non-opinion,没见过什么世面
27,27_282,27_282_020,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,entertainment-venue,85_114,354_391,negative,disgust,statement-opinion,听起来有点贱
27,27_120,27_120_003,曾小贤,male,young,high,high,low,high,low,home,406_22,590_264,negative,disgust,statement-opinion,发挥 你还是把你身上的味道挥发一下
37,37_215,37_215_006,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,home,310_22,487_277,negative,disgust,statement-non-opinion,放纵自己
27,27_164,27_164_000,曾小贤,male,young,high,high,low,high,low,home,0_0,0_0,negative,disgust,statement-opinion,这年头真是世风日下
27,27_110,27_110_013,丽萨,female,young,low,low,low,low,high,office,165_42,416_302,negative,disgust,statement-non-opinion,你才是最后一个
37,37_149,37_149_011,刘星,male,teenager,high,high,high,high,low,home,0_0,0_0,negative,disgust,statement-non-opinion,你想啊咱退一万步说
27,27_018,27_018_002,曾小贤,male,young,high,high,low,high,low,home,315_17,488_197,negative,disgust,statement-non-opinion,新郎新娘又不是外国人
37,37_013,37_013_008,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,outdoor,218_47,361_236,negative,disgust,question,你能不能提高一下你自己的品位和修养
27,27_032,27_032_009,陈美嘉,female,young,high,high,low,high,low,home,345_37,557_241,negative,disgust,statement-non-opinion,那你就整天跑到人家婚礼上推销什么
35,35_210,35_210_001,刘星,male,teenager,high,high,high,high,low,home,419_36,552_182,negative,disgust,statement-non-opinion,您这叫投机
27,27_433,27_433_010,胡一菲,female,young,low,high,low,low,high,entertainment-venue,256_48,345_133,negative,disgust,statement-opinion,你不要恶心我
30,30_184,30_184_002,曾小贤,male,young,high,high,low,high,low,home,404_25,587_267,negative,disgust,question,你什么口味
27,27_104,27_104_011,陈美嘉,female,young,high,high,low,high,low,home,481_80,630_234,negative,disgust,statement-opinion,你还真是损人不利己
36,36_035,36_035_001,夏雪,female,teenager,high,low,high,low,high,home,344_32,500_244,negative,disgust,statement-opinion,我没工夫跟你打哑谜出去玩
37,37_179,37_179_007,夏雪,female,teenager,high,low,high,low,high,home,294_57,453_268,negative,disgust,question,就得过一次
27,27_071,27_071_003,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,home,230_66,422_251,negative,disgust,statement-non-opinion,说自己有亲戚住在纳尼亚
27,27_430,27_430_003,林宛瑜,female,young,low,high,high,high,high,entertainment-venue,416_32,684_343,negative,disgust,statement-non-opinion,我不喜欢英文不好的男孩子
29,29_062,29_062_003,吕子乔,male,young,low,high,high,high,low,other-venue,0_0,0_0,negative,disgust,question,你不是还说画展上都是忽悠的作品
27,27_210,27_210_000,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,office,18_67,247_312,negative,disgust,statement-opinion,我不要你的身
36,36_183,36_183_005,刘梅,female,middle-aged,high,high,low,high,high,home,282_33,482_264,negative,disgust,statement-opinion,以为那就是文艺细胞
27,27_196,27_196_002,陈美嘉,female,young,high,high,low,high,low,home,253_55,432_306,negative,disgust,statement-opinion,你还在火车站卖
27,27_109,27_109_009,丽萨,female,young,low,low,low,low,high,office,215_49,391_254,negative,disgust,statement-non-opinion,我只是制片人
29,29_045,29_045_008,胡一菲,female,young,low,high,low,low,high,home,426_57,640_282,negative,disgust,statement-non-opinion,这是恶俗的三角恋
29,29_100,29_100_004,陈美嘉,female,young,high,high,low,high,low,home,432_57,544_189,negative,disgust,statement-non-opinion,骗你的
27,27_037,27_037_005,吕子乔,male,young,low,high,high,high,low,home,0_0,0_0,negative,disgust,disagreement,少来 经济问题就是原则问题
27,27_374,27_374_000,陈美嘉,female,young,high,high,low,high,low,home,0_0,0_0,negative,disgust,question,你还有没有人性
34,34_057,34_057_003,魏山山,female,young,low,low,high,high,high,outdoor,0_0,0_0,negative,disgust,statement-non-opinion,差点被你撞倒的缘分
29,29_193,29_193_009,曾小贤,male,young,high,high,low,high,low,home,522_31,706_207,negative,disgust,statement-non-opinion,吕子乔 所有的母亲都不会想听你那些破事儿
29,29_209,29_209_010,苑春丽,female,middle-aged,high,high,low,high,high,home,367_8,555_221,negative,disgust,statement-non-opinion,我说怎么取这个名字呢
27,27_120,27_120_009,曾小贤,male,young,high,high,low,high,low,home,0_0,0_0,negative,disgust,statement-non-opinion,拜托你赶紧回自己屋
27,27_425,27_425_009,胡一菲,female,young,low,high,low,low,high,home,214_44,521_405,negative,disgust,statement-opinion,你也没问 看见人家 就口水都流成河了
27,27_032,27_032_013,吕子乔,male,young,low,high,high,high,low,home,198_30,420_255,negative,disgust,statement-opinion,要不是当年你对我的拖累
27,27_282,27_282_014,胡一菲,female,young,low,high,low,low,high,entertainment-venue,418_44,489_191,negative,disgust,statement-opinion,拿根双节棍一边玩去
30,30_012,30_012_002,曾小贤,male,young,high,high,low,high,low,entertainment-venue,0_0,0_0,negative,disgust,question,怎么啦 卖跌打酒卖到酒吧来了
27,27_120,27_120_006,曾小贤,male,young,high,high,low,high,low,home,453_32,645_250,negative,disgust,question,你怎么可以臭到这个程度
29,29_105,29_105_002,胡一菲,female,young,low,high,low,low,high,home,353_25,543_242,negative,disgust,statement-non-opinion,你别唱了还是说吧
36,36_154,36_154_000,刘梅,female,middle-aged,high,high,low,high,high,home,0_0,0_0,negative,disgust,question,夏东海别唱了行不行
27,27_018,27_018_008,胡一菲,female,young,low,high,low,low,high,home,98_61,290_278,negative,disgust,question,你这是结婚还是上坟对吧
27,27_541,27_541_008,吕子乔,male,young,low,high,high,high,low,home,418_57,585_233,negative,disgust,irony,你不是孬种
29,29_136,29_136_005,吕子乔,male,young,low,high,high,high,low,outdoor,428_140,462_168,negative,disgust,statement-non-opinion,说了多少遍
27,27_000,27_000_005,林宛瑜,female,young,low,high,high,high,high,car,431_50,604_223,negative,disgust,statement-non-opinion,借你这儿躲一下
27,27_026,27_026_002,吕子乔,male,young,low,high,high,high,low,outdoor,190_21,297_147,negative,disgust,statement-non-opinion,这好像应该是我的台词
37,37_088,37_088_010,刘星,male,teenager,high,high,high,high,low,home,277_34,450_242,negative,disgust,quotation,人也有失足的时候
29,29_333,29_333_005,关谷神奇,male,young,high,low,high,high,high,home,237_158,327_248,negative,disgust,statement-non-opinion,他们做的都是盗版
27,27_074,27_074_006,胡一菲,female,young,low,high,low,low,high,home,184_47,399_291,negative,disgust,statement-opinion,总比听那些只会说风凉话的广播节目主持人要强吧
27,27_541,27_541_009,吕子乔,male,young,low,high,high,high,low,home,436_55,609_210,negative,disgust,question,那你怕什么
28,28_021,28_021_001,唐悠悠,female,young,high,high,high,high,high,home,0_0,0_0,negative,disgust,statement-opinion,太拗口了
27,27_162,27_162_002,胡一菲,female,young,low,high,low,low,high,home,284_41,492_304,negative,disgust,statement-opinion,千万别说你是我弟弟
29,29_328,29_328_004,关谷神奇,male,young,high,low,high,high,high,car,192_109,296_203,negative,disgust,statement-non-opinion,你反应太慢了
36,36_093,36_093_008,夏雪,female,teenager,high,low,high,low,high,home,290_40,460_245,negative,disgust,statement-opinion,苹果也照样飞不起来
35,35_148,35_148_006,刘星,male,teenager,high,high,high,high,low,home,184_35,280_131,negative,disgust,statement-non-opinion,整个一绿毛怪
36,36_022,36_022_008,刘星,male,teenager,high,high,high,high,low,home,284_28,502_283,negative,disgust,statement-opinion,还不让我妈一票给否决了
27,27_030,27_030_003,陈美嘉,female,young,high,high,low,high,low,outdoor,477_105,683_289,negative,disgust,question,你这件大褂也是坑来的吧
30,30_010,30_010_000,唐悠悠,female,young,high,high,high,high,high,home,228_53,351_199,negative,disgust,question,你要死啊
28,28_217,28_217_004,秦羽墨,female,young,high,high,high,high,high,home,0_0,0_0,negative,disgust,question,恐怕不是我吧
27,27_418,27_418_008,陈美嘉,female,young,high,high,low,high,low,home,0_0,0_0,negative,disgust,statement-opinion,什么蝗虫蜈蚣的 还蚂蚱呢 你以后就不要跟电视上再学了
27,27_042,27_042_005,胡一菲,female,young,low,high,low,low,high,home,497_26,722_300,negative,disgust,statement-opinion,我最讨厌口是心非的男人了
36,36_087,36_087_011,刘星,male,teenager,high,high,high,high,low,home,430_26,614_215,negative,disgust,statement-opinion,人家顶多到你这还比你瘦
36,36_173,36_173_010,刘梅,female,middle-aged,high,high,low,high,high,home,414_45,602_228,negative,disgust,statement-opinion,你瞧他那肚子也快发起来了
37,37_217,37_217_000,刘星,male,teenager,high,high,high,high,low,home,0_0,0_0,negative,disgust,other,诶呀 姥姥
29,29_383,29_383_006,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,office,119_92,307_296,negative,disgust,statement-non-opinion,大哥你用十二指肠想想好不好
28,28_284,28_284_001,关谷神奇,male,young,high,low,high,high,high,other-venue,150_23,355_287,negative,disgust,statement-opinion,什么乱七八糟的
37,37_022,37_022_015,刘星,male,teenager,high,high,high,high,low,home,409_37,474_127,negative,fear,question,这好什么
29,29_139,29_139_005,陈美嘉,female,young,high,high,low,high,low,school,0_0,0_0,negative,fear,question,不会有错的
29,29_381,29_381_012,关谷神奇,male,young,high,low,high,high,high,outdoor,414_25,636_232,negative,fear,reject,我那都不去
36,36_156,36_156_004,夏东海,male,middle-aged,low,high,high,high,high,home,203_53,306_188,negative,fear,statement-opinion,真没事 没什么
30,30_023,30_023_003,陈美嘉,female,young,high,high,low,high,low,home,372_31,516_226,negative,fear,statement-non-opinion,比如说蝙蝠侠里的小丑
29,29_161,29_161_002,胡一菲,female,young,low,high,low,low,high,home,333_133,418_233,negative,fear,statement-non-opinion,我帮你拿 只有这个
37,37_034,37_034_002,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,home,286_96,366_198,negative,fear,reject,我把地扫了
28,28_051,28_051_006,张伟,male,young,low,low,low,high,high,home,163_18,390_291,negative,fear,statement-opinion,我只能采用一些必要的行动
35,35_057,35_057_005,夏东海,male,middle-aged,low,high,high,high,high,home,0_0,0_0,negative,fear,question,什么事我怎么了
37,37_034,37_034_022,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,home,239_35,415_238,negative,fear,statement-opinion,我从我那退休金里头我拿2万块钱给你
29,29_151,29_151_002,陈美嘉,female,young,high,high,low,high,low,home,473_39,612_195,negative,fear,other,一菲姐
29,29_314,29_314_001,曾小贤,male,young,high,high,low,high,low,home,0_0,0_0,negative,fear,other,美嘉
30,30_127,30_127_004,吕子乔,male,young,low,high,high,high,low,entertainment-venue,172_42,343_274,negative,fear,statement-non-opinion,刚和卡塔尔谈了一个石油钻井项目
28,28_185,28_185_011,张伟,male,young,low,low,low,high,high,entertainment-venue,230_39,361_238,negative,fear,apology,对不起
27,27_313,27_313_003,胡一菲,female,young,low,high,low,low,high,home,302_144,484_340,negative,fear,statement-opinion,并不是一点收获都没有的嘛
30,30_015,30_015_004,陈美嘉,female,young,high,high,low,high,low,home,370_52,540_273,negative,fear,question,没人看见你吧
28,28_160,28_160_005,曾小贤,male,young,high,high,low,high,low,home,0_0,0_0,negative,fear,answer,当然不是
30,30_023,30_023_009,陈美嘉,female,young,high,high,low,high,low,home,412_40,558_210,negative,fear,statement-non-opinion,验
30,30_047,30_047_002,陈美嘉,female,young,high,high,low,high,low,hospital,98_105,234_287,negative,fear,question,搞不好一尸两命怎么办
28,28_077,28_077_022,曾小贤,male,young,high,high,low,high,low,office,476_30,640_248,negative,fear,question,什么节目
27,27_408,27_408_000,吕子乔,male,young,low,high,high,high,low,home,241_37,378_218,negative,fear,statement-non-opinion,我忘了
30,30_087,30_087_000,胡一菲,female,young,low,high,low,low,high,home,425_11,612_248,negative,fear,statement-opinion,我多出20%
30,30_089,30_089_005,胡一菲,female,young,low,high,low,low,high,home,0_0,0_0,negative,fear,question,关我什么事啊
29,29_106,29_106_002,曾小贤,male,young,high,high,low,high,low,home,8_31,130_148,negative,fear,statement-non-opinion,蟑螂 是蟑螂
27,27_396,27_396_010,曾小贤,male,young,high,high,low,high,low,office,215_25,433_315,negative,fear,statement-opinion,我怎么敢提要求
30,30_247,30_247_006,唐悠悠,female,young,high,high,high,high,high,home,254_21,348_146,negative,fear,question,不然不然你就把我轰出教室
27,27_100,27_100_015,陆展博,female,young,high,low,high,high,high,home,0_0,0_0,negative,fear,statement-non-opinion,这个会伤人的
27,27_206,27_206_003,吕子乔,male,young,low,high,high,high,low,office,338_50,585_345,negative,fear,irony,我真的很兴奋
30,30_171,30_171_004,吕子乔,male,young,low,high,high,high,low,home,385_32,544_226,negative,fear,statement-opinion,有些伤是由内而外的
27,27_396,27_396_011,曾小贤,male,young,high,high,low,high,low,office,205_19,443_287,negative,fear,statement-opinion,一切听从领导安排
36,36_041,36_041_002,刘星,male,teenager,high,high,high,high,low,home,0_0,0_0,negative,fear,statement-opinion,明明儿我上地摊给你买一个不就得了吗
29,29_162,29_162_001,胡一菲,female,young,low,high,low,low,high,home,211_121,329_263,negative,fear,command,等一下
29,29_263,29_263_003,陈美嘉,female,young,high,high,low,high,low,car,297_38,567_324,negative,fear,statement-non-opinion,可这一个人都没有
37,37_022,37_022_022,刘梅,female,middle-aged,high,high,low,high,high,home,0_0,0_0,negative,fear,other,哎呦 大老虎把我给吃了吧
36,36_120,36_120_001,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,home,272_57,449_240,negative,fear,question,他能忘得了我吗
28,28_248,28_248_000,唐悠悠,female,young,high,high,high,high,high,home,408_26,585_246,negative,fear,statement-opinion,他们指的是子乔
29,29_089,29_089_002,曾小贤,male,young,high,high,low,high,low,entertainment-venue,337_31,542_295,negative,fear,statement-non-opinion,我是觉得他实在缺乏市场敏感度
27,27_413,27_413_006,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,entertainment-venue,330_54,584_337,negative,fear,statement-non-opinion,我以前的女朋友35岁
28,28_257,28_257_007,张伟,male,young,low,low,low,high,high,home,0_0,0_0,negative,fear,statement-non-opinion,我们是同行
35,35_183,35_183_000,刘梅,female,middle-aged,high,high,low,high,high,home,439_48,546_174,negative,fear,question,谁呀 找谁
30,30_265,30_265_006,关谷神奇,male,young,high,low,high,high,high,home,242_17,390_212,negative,fear,statement-non-opinion,没想到他们记到现在
30,30_224,30_224_013,陈美嘉,female,young,high,high,low,high,low,home,310_50,522_303,negative,fear,question,包大人是你在梦里吧 这哪有陪审团
36,36_128,36_128_000,刘星,male,teenager,high,high,high,high,low,home,0_0,0_0,negative,fear,statement-opinion,他爸他妈呀最近出差了
27,27_409,27_409_000,吕子乔,male,young,low,high,high,high,low,home,0_0,0_0,negative,fear,irony,怎么可能
30,30_163,30_163_007,吕子乔,male,young,low,high,high,high,low,entertainment-venue,394_33,594_291,negative,fear,question,知不知道这个世上还有多少人没有水喝
30,30_203,30_203_008,陈美嘉,female,young,high,high,low,high,low,home,170_119,311_321,negative,fear,statement-opinion,好像觉得有人在看我们
29,29_071,29_071_013,陈美嘉,female,young,high,high,low,high,low,restaurant,164_35,469_332,negative,fear,statement-non-opinion,你千万不能告诉大家我求求你了好吗
34,34_027,34_027_011,邓小可,female,young,low,high,high,high,high,home,242_66,359_211,negative,fear,statement-non-opinion,妈妈妈 我错了 我错了还不行吗
30,30_162,30_162_003,吕子乔,male,young,low,high,high,high,low,entertainment-venue,344_30,541_296,negative,fear,statement-opinion,乖乖待着叔叔一会儿还有奖励
28,28_057,28_057_010,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,office,400_30,594_253,negative,fear,statement-opinion,音乐优美
37,37_048,37_048_002,刘星,male,teenager,high,high,high,high,low,home,0_0,0_0,negative,fear,statement-non-opinion,写作业
35,35_070,35_070_001,刘梅,female,middle-aged,high,high,low,high,high,home,373_86,590_252,negative,fear,command,你去去 换边 换边 你上那边去
35,35_068,35_068_003,刘梅,female,middle-aged,high,high,low,high,high,home,314_31,468_203,negative,fear,statement-opinion,特别像耗子
27,27_486,27_486_004,曾小贤,male,young,high,high,low,high,low,home,317_18,571_310,negative,fear,statement-opinion,不用这么严肃吧
34,34_112,34_112_003,邓小可母亲,female,elderly,high,high,low,high,high,restaurant,0_0,0_0,negative,fear,question,我哪能要你东西
29,29_263,29_263_002,陈美嘉,female,young,high,high,low,high,low,car,308_40,505_259,negative,fear,statement-non-opinion,我好害怕
30,30_064,30_064_001,曾小贤,male,young,high,high,low,high,low,other-venue,263_48,455_284,negative,fear,quotation,刀子嘴豆腐心
29,29_128,29_128_003,陈美嘉,female,young,high,high,low,high,low,school,270_32,430_226,negative,fear,statement-non-opinion,是啊 等等
28,28_272,28_272_003,张伟,male,young,low,low,low,high,high,home,0_0,0_0,negative,fear,statement-opinion,所以你是不是也应该
28,28_034,28_034_005,曾小贤,male,young,high,high,low,high,low,office,459_20,583_173,negative,fear,statement-opinion,而且我真的保证以后这种低级的错误不会再发生了
29,29_102,29_102_000,曾小贤,male,young,high,high,low,high,low,home,360_61,491_205,negative,fear,other,一菲
27,27_426,27_426_011,吕子乔,male,young,low,high,high,high,low,home,431_14,621_228,negative,fear,apology,对不起一菲
35,35_074,35_074_013,刘梅,female,middle-aged,high,high,low,high,high,home,366_42,520_215,negative,fear,statement-opinion,你快放下
27,27_310,27_310_001,吕子乔,male,young,low,high,high,high,low,home,284_32,437_200,negative,fear,statement-opinion,我以后不自私了
30,30_070,30_070_016,胡一菲,female,young,low,high,low,low,high,home,282_49,434_221,negative,fear,irony,二手房58同城多的是住哪不一样
28,28_148,28_148_011,曾小贤,male,young,high,high,low,high,low,home,519_21,616_150,negative,fear,statement-non-opinion,我什么都没听见
31,31_160,31_160_000,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,restaurant,553_54,616_130,negative,fear,question,你能不能帮我签个字
30,30_212,30_212_007,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,home,201_25,416_302,negative,fear,statement-opinion,她还真特别
28,28_186,28_186_009,张伟,male,young,low,low,low,high,high,entertainment-venue,250_50,406_239,negative,fear,statement-non-opinion,其实都是群众演员
29,29_329,29_329_004,曾小贤,male,young,high,high,low,high,low,car,418_10,586_192,negative,fear,answer,猫不见了
36,36_125,36_125_000,刘星,male,teenager,high,high,high,high,low,home,0_0,0_0,negative,fear,statement-non-opinion,献爱心
29,29_126,29_126_000,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,entertainment-venue,361_74,540_293,negative,fear,question,那怎么办
28,28_164,28_164_004,曾小贤,male,young,high,high,low,high,low,home,165_29,343_276,negative,fear,statement-opinion,没错
30,30_079,30_079_003,胡一菲,female,young,low,high,low,low,high,home,468_74,605_223,negative,fear,statement-non-opinion,只可惜晚了一步
30,30_118,30_118_004,吕子乔,male,young,low,high,high,high,low,entertainment-venue,0_0,0_0,negative,fear,statement-non-opinion,看飞碟
28,28_057,28_057_008,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,office,403_56,575_280,negative,fear,statement-opinion,很好
37,37_199,37_199_005,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,home,0_0,0_0,positive,grateful,agreement,是啊
29,29_286,29_286_005,林宛瑜,female,young,low,high,high,high,high,mall,194_59,309_195,positive,grateful,thanking,谢谢你
30,30_250,30_250_008,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,restaurant,227_26,400_260,positive,grateful,statement-non-opinion,有一天我要让你看到一个全新的我
30,30_048,30_048_010,陈美嘉,female,young,high,high,low,high,low,hospital,370_21,596_275,positive,grateful,statement-opinion,姐妹情深
28,28_117,28_117_002,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,hospital,259_48,546_324,positive,grateful,question,是你救了我
28,28_190,28_190_003,秦羽墨,female,young,high,high,high,high,high,restaurant,376_76,551_320,positive,grateful,thanking,谢谢你子乔
37,37_224,37_224_002,刘星,male,teenager,high,high,high,high,low,home,319_64,493_349,positive,grateful,statement-opinion,我这就派人打探情报去
37,37_199,37_199_000,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,home,328_7,511_219,positive,grateful,thanking,刘姐真是太感谢你了
29,29_113,29_113_004,关谷神奇,male,young,high,low,high,high,high,home,280_45,428_240,positive,grateful,thanking,谢谢你
27,27_105,27_105_010,关谷神奇,male,young,high,low,high,high,high,home,163_26,469_350,positive,grateful,thanking,谢谢你 美嘉
27,27_486,27_486_000,曾小贤,male,young,high,high,low,high,low,home,331_43,575_313,positive,grateful,thanking,谢谢你救了我
29,29_287,29_287_004,林宛瑜,female,young,low,high,high,high,high,mall,309_51,387_144,positive,grateful,thanking,谢谢你一直都那么支持我
27,27_493,27_493_006,吕子乔,male,young,low,high,high,high,low,outdoor,409_22,606_225,positive,grateful,thanking,所以我要谢谢你
29,29_148,29_148_004,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,school,462_22,669_230,positive,grateful,other,老师
28,28_227,28_227_023,唐悠悠,female,young,high,high,high,high,high,outdoor,0_0,0_0,positive,grateful,question,怎么了
30,30_250,30_250_007,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,restaurant,223_34,406_271,positive,grateful,statement-non-opinion,我一直在想着
27,27_138,27_138_005,关谷神奇,male,young,high,low,high,high,high,entertainment-venue,422_33,622_238,positive,grateful,thanking,真的谢谢你
27,27_138,27_138_006,关谷神奇,male,young,high,low,high,high,high,entertainment-venue,494_2,712_121,positive,grateful,statement-opinion,我的成功离不开你的帮助
37,37_199,37_199_001,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,home,304_65,473_285,positive,grateful,statement-opinion,要是没你的话
27,27_357,27_357_012,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,other-venue,143_114,261_214,positive,grateful,thanking,谢谢你
30,30_250,30_250_006,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,restaurant,0_0,0_0,positive,grateful,statement-non-opinion,你的话给了我鼓舞和信心
37,37_199,37_199_002,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,home,311_65,486_289,positive,grateful,statement-opinion,我真是不知道该怎么办了
30,30_095,30_095_000,吕子乔,male,young,low,high,high,high,low,home,269_34,400_198,positive,grateful,thanking,谢谢你替我解围
37,37_224,37_224_004,刘星,male,teenager,high,high,high,high,low,home,353_55,522_294,positive,grateful,statement-opinion,我立马给你买个篮球去
30,30_250,30_250_005,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,restaurant,225_16,406_256,positive,grateful,question,我怎么会有今天
27,27_493,27_493_008,吕子乔,male,young,low,high,high,high,low,outdoor,342_38,559_248,positive,grateful,statement-non-opinion,我还真拍不到这么经典的视频
28,28_227,28_227_022,关谷神奇,male,young,high,low,high,high,high,outdoor,0_0,0_0,positive,grateful,other,悠悠
29,29_148,29_148_005,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,school,440_16,658_246,positive,grateful,other,老师
